Student_ID,Age,Gender,Study_Hours_per_Week,Attendance_Rate,Previous_Score,Assignment_Performance,Sleep_Hours_per_Night,Motivation_Level,Parental_Involvement,Internet_Access,Tutoring,Extracurricular_Activities,Family_Income,Distance_from_School,Learning_Difficulties,Academic_Support,Exam_Score
STU03783,16,Male,18.8,100.0,54.6,65.4,5.4,Medium,Medium,Yes,Yes,No,Medium,Near,No,No,67.8
STU03784,20,Male,21.5,95.7,67.9,91.7,5.9,Medium,High,No,No,No,Low,Moderate,No,No,72.6
STU03785,15,Male,4.7,87.0,69.7,45.3,6.9,Medium,High,Yes,No,Yes,Medium,Far,No,No,62.2
STU03786,19,Female,20.9,90.6,44.1,78.3,5.5,Low,Medium,Yes,No,No,Medium,Near,No,Yes,60.6
STU03787,17,Male,29.3,97.5,43.7,76.8,4.0,Low,Medium,No,No,Yes,Medium,Moderate,No,No,52.5
STU03788,18,Female,14.7,92.1,87.9,59.4,6.1,High,Medium,No,No,Yes,Low,Near,No,No,64.7
STU03789,16,Female,14.1,81.0,44.6,77.3,6.6,High,High,Yes,No,No,Low,Near,No,No,56.7
STU03790,15,Female,3.9,91.1,60.1,52.8,7.3,Medium,Medium,Yes,No,No,Low,Near,Yes,Yes,55.1
STU03791,17,Female,15.7,98.0,50.6,75.8,5.5,Medium,Medium,Yes,No,Yes,Medium,Far,No,No,54.5
STU03792,21,Male,6.8,100.0,50.4,50.9,9.5,Medium,Medium,Yes,No,No,Low,Moderate,No,No,52.1
STU03793,16,Male,24.3,85.6,61.4,62.2,8.2,High,Medium,Yes,No,Yes,High,Moderate,No,No,79.9
STU03794,16,Female,34.4,73.8,76.5,96.7,5.3,Medium,High,Yes,No,No,Medium,Near,Yes,No,75.7
STU03795,17,Male,34.6,67.2,73.9,96.3,6.1,High,High,Yes,Yes,No,Medium,Far,No,No,92.2
STU03796,15,Male,8.2,93.0,42.3,55.1,6.0,High,Medium,No,No,No,High,Far,No,No,54.2
STU03797,21,Female,9.1,69.7,59.7,65.2,5.4,Medium,Low,Yes,No,Yes,Low,Moderate,No,No,54.4
STU03798,20,Male,19.8,88.2,45.2,70.0,8.7,High,Medium,Yes,No,No,High,Far,No,No,68.4
STU03799,15,Female,13.2,95.8,40.9,80.9,5.4,Low,Medium,Yes,Yes,Yes,Medium,Near,Yes,No,47.8
STU03800,19,Female,15.1,83.4,47.7,79.7,7.2,Medium,Medium,Yes,Yes,No,High,Moderate,No,No,63.9
STU03801,18,Male,34.6,70.0,66.8,86.5,6.2,Medium,Medium,Yes,Yes,Yes,High,Moderate,No,No,77.2
STU03802,17,Female,6.3,72.4,75.8,56.9,6.7,Medium,Medium,No,Yes,Yes,Low,Moderate,Yes,No,57.9
STU03803,20,Male,17.1,75.8,64.9,88.1,8.5,Medium,Medium,Yes,No,No,Medium,Far,No,No,70.3
STU03804,21,Female,18.0,83.8,57.0,76.1,7.5,High,High,Yes,Yes,No,Medium,Near,No,No,72.0
STU03805,17,Male,23.4,97.0,55.3,80.8,7.5,Medium,,Yes,No,Yes,Medium,Near,No,No,67.9
STU03806,17,Female,8.1,85.1,67.8,65.9,7.5,Low,Low,Yes,No,Yes,Low,Near,No,No,57.4
STU03807,15,Male,26.9,100.0,51.5,97.0,7.7,High,,No,No,No,Low,Far,No,No,77.2
STU03808,18,Male,17.1,95.4,46.0,64.6,5.4,High,Low,Yes,No,No,Medium,Far,Yes,No,55.6
STU03809,19,Male,8.4,88.0,50.5,69.8,6.0,Medium,High,Yes,No,Yes,Medium,Moderate,Yes,No,48.1
STU03810,16,Male,13.6,84.3,56.5,66.5,7.6,Medium,Medium,Yes,No,No,High,Moderate,Yes,No,59.2
STU03811,16,Male,23.0,80.0,56.9,87.4,5.9,Medium,Low,Yes,No,No,Medium,Moderate,Yes,No,62.1
STU03812,17,Female,31.7,86.5,47.7,82.9,6.5,Low,Low,No,No,No,Medium,Moderate,No,No,59.7
STU03813,18,Female,12.2,90.4,55.8,74.8,7.4,Medium,Low,Yes,No,No,Low,Near,No,No,62.6
STU03814,21,Male,31.9,88.2,52.7,78.1,8.7,Medium,Low,Yes,No,No,Low,Moderate,No,No,59.8
STU03815,21,Male,24.9,80.0,70.8,64.1,8.3,Medium,High,Yes,No,Yes,Medium,Moderate,No,No,72.9
STU03816,20,Female,10.9,74.7,61.2,68.4,9.4,High,Low,Yes,No,No,High,Moderate,No,No,69.8
STU03817,15,Female,19.8,100.0,54.7,83.1,7.2,High,Medium,Yes,No,Yes,Medium,Near,Yes,Yes,72.5
STU03818,18,Male,22.0,91.3,68.0,78.3,7.2,High,High,Yes,Yes,Yes,Medium,Moderate,No,Yes,89.4
STU03819,18,Female,13.1,88.6,55.6,84.7,6.0,High,Medium,Yes,No,Yes,High,Far,No,Yes,69.3
STU03820,15,Male,9.8,90.1,67.7,58.8,7.8,Low,Medium,Yes,No,No,High,Moderate,No,No,62.7
STU03821,21,Female,13.9,96.0,48.0,79.7,8.9,Medium,Low,Yes,No,No,Low,Moderate,No,Yes,56.3
STU03822,21,Male,11.9,80.3,68.8,54.9,6.2,Medium,Low,Yes,No,No,Low,Moderate,No,No,59.6
STU03823,21,Male,17.2,83.7,65.7,72.6,7.7,Low,Medium,Yes,No,No,Medium,Moderate,No,No,62.9
STU03824,17,Female,32.5,77.5,54.9,99.6,8.7,Medium,Medium,Yes,Yes,No,Medium,Near,No,No,73.9
STU03825,18,Male,18.7,84.9,60.8,86.4,5.7,Medium,Low,Yes,No,Yes,High,Moderate,No,No,73.0
STU03826,16,Female,29.5,78.2,72.8,79.1,7.8,Medium,Medium,Yes,No,No,Low,Moderate,Yes,Yes,75.2
STU03827,15,Male,19.5,74.9,48.2,60.0,7.9,High,Low,Yes,Yes,No,Low,Moderate,No,Yes,64.5
STU03828,21,Female,38.1,68.8,71.1,96.5,4.0,Medium,Medium,Yes,No,Yes,High,Moderate,No,No,76.8
STU03829,20,Female,8.5,100.0,37.7,68.4,6.2,Medium,Low,Yes,Yes,Yes,Medium,Moderate,Yes,Yes,58.9
STU03830,21,Male,0.0,81.7,74.1,36.3,5.3,High,Low,Yes,No,No,High,Moderate,No,No,62.1
STU03831,21,Female,17.2,89.9,65.1,78.7,6.2,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,Yes,77.2
STU03832,19,Female,18.2,86.0,56.9,95.5,6.4,High,Medium,Yes,Yes,Yes,Medium,Far,No,No,73.9
STU03833,17,Female,27.6,90.0,49.1,66.8,6.9,High,High,Yes,No,No,Low,Moderate,No,No,70.1
STU03834,15,Female,30.2,65.0,73.3,60.2,8.4,Medium,Low,Yes,No,No,Low,Far,No,No,77.6
STU03835,19,Female,2.5,80.3,85.7,36.1,8.8,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,63.4
STU03836,19,Male,,96.6,56.6,81.4,7.3,High,Medium,Yes,No,No,Medium,Near,No,Yes,73.4
STU03837,20,Male,16.1,100.0,63.5,64.0,8.9,High,Medium,Yes,No,No,Low,Far,No,No,65.8
STU03838,18,Female,,81.4,71.5,49.6,8.2,High,Medium,Yes,Yes,Yes,High,Moderate,No,Yes,74.7
STU03839,20,Female,13.9,82.5,67.4,60.2,6.9,Medium,Medium,No,Yes,Yes,Low,Far,No,No,61.6
STU03840,18,Male,23.7,95.7,61.6,83.4,9.2,High,Medium,No,No,Yes,Medium,Moderate,No,No,73.0
STU03841,18,Female,24.3,89.4,58.0,90.7,7.1,Low,Medium,No,No,No,Low,Near,No,Yes,70.6
STU03842,15,Female,18.0,85.3,67.3,83.2,7.4,High,Medium,Yes,No,No,High,Near,No,No,85.3
STU03843,21,Male,,84.4,44.5,94.2,5.5,Medium,Low,Yes,Yes,Yes,Low,Moderate,No,Yes,70.5
STU03844,15,Male,17.8,79.3,73.4,69.5,7.5,High,Low,No,No,Yes,Medium,Far,No,No,71.9
STU03845,17,Female,25.2,78.9,36.0,79.6,7.6,Low,Low,Yes,No,Yes,Low,Moderate,No,No,47.3
STU03846,18,Male,8.3,86.3,52.0,49.5,8.3,Low,Low,Yes,No,No,Medium,Near,No,Yes,50.8
STU03847,19,Female,,88.2,55.8,74.8,6.7,Low,High,Yes,Yes,No,Medium,Moderate,No,Yes,60.1
STU03848,21,Female,31.6,88.7,52.8,93.5,5.9,Medium,High,Yes,No,Yes,Low,Moderate,No,No,74.4
STU03849,16,Male,11.1,78.1,42.7,64.4,7.6,Low,Medium,Yes,Yes,No,Low,Near,No,Yes,40.2
STU03850,17,Male,23.1,98.3,76.6,66.3,8.1,Medium,Low,Yes,No,No,High,Near,Yes,No,70.0
STU03851,15,Male,10.8,68.8,78.6,40.2,6.5,Medium,Medium,Yes,Yes,Yes,High,Near,No,No,64.7
STU03852,20,Female,18.1,90.3,70.6,59.5,5.7,Medium,High,Yes,Yes,No,Low,Near,Yes,Yes,67.9
STU03853,17,Female,13.9,79.6,58.0,71.9,6.4,Low,High,Yes,No,No,Low,Near,Yes,No,48.6
STU03854,17,Male,,76.3,89.0,68.1,9.4,High,Medium,No,No,No,Low,Near,No,No,72.6
STU03855,21,Female,20.7,81.8,52.4,89.9,5.5,Medium,Medium,Yes,No,No,Low,Far,No,Yes,64.1
STU03856,17,Male,9.7,69.1,49.0,49.2,5.5,Medium,Medium,No,No,No,High,Near,No,No,54.4
STU03857,17,Male,21.0,88.5,57.3,75.1,9.8,Medium,Low,No,Yes,No,Medium,Near,No,No,67.5
STU03858,16,Male,,100.0,80.1,60.0,6.8,High,Low,Yes,No,No,Medium,Near,No,Yes,76.5
STU03859,20,Male,28.8,78.6,66.8,63.5,5.2,Medium,Medium,Yes,No,No,High,Moderate,No,No,72.0
STU03860,20,Male,17.9,100.0,79.5,81.2,4.9,Medium,High,Yes,No,No,Medium,Moderate,No,No,75.2
STU03861,20,Male,0.0,76.4,60.4,46.9,7.9,High,Medium,Yes,No,Yes,Medium,Near,Yes,No,49.0
STU03862,18,Female,4.5,80.8,46.5,25.6,7.5,Low,High,Yes,Yes,Yes,Medium,Moderate,No,No,44.3
STU03863,19,Female,20.5,98.6,52.2,71.0,7.9,Medium,High,Yes,No,No,Medium,Moderate,No,No,72.2
STU03864,20,Male,22.7,73.0,67.9,87.9,5.7,Medium,Medium,No,No,Yes,Medium,Near,No,No,72.7
STU03865,17,Male,11.9,82.7,51.9,54.5,5.2,High,Low,No,No,No,Low,Moderate,No,No,57.4
STU03866,17,Male,16.3,100.0,59.4,53.7,7.8,Medium,Medium,Yes,No,No,Low,Moderate,No,Yes,63.8
STU03867,20,Male,20.8,73.2,74.5,59.0,5.4,Medium,Medium,Yes,No,Yes,Low,Near,No,No,67.6
STU03868,21,Female,,90.9,80.9,76.5,6.8,High,Medium,Yes,No,No,Low,Moderate,No,No,81.7
STU03869,20,Male,22.3,90.1,64.5,84.6,5.7,Medium,Low,Yes,No,Yes,Medium,Far,No,No,76.7
STU03870,17,Male,10.5,65.8,60.2,66.0,9.5,High,High,Yes,No,Yes,Medium,Moderate,No,Yes,65.3
STU03871,18,Male,25.9,78.8,61.1,60.8,8.4,High,,Yes,Yes,No,Medium,Near,No,No,75.6
STU03872,15,Male,0.0,100.0,43.1,43.3,10.0,Low,Low,Yes,No,No,Low,Far,No,No,34.9
STU03873,15,Male,12.8,87.2,67.0,71.9,8.0,Low,Medium,Yes,No,Yes,Medium,Moderate,No,No,60.1
STU03874,20,Female,20.0,88.8,69.0,62.8,7.5,Medium,High,No,Yes,No,Low,Near,No,Yes,64.2
STU03875,16,Male,5.4,87.4,63.6,51.9,8.0,Low,Low,Yes,Yes,No,Medium,Moderate,No,Yes,55.3
STU03876,20,Male,15.4,100.0,45.5,52.7,,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,49.3
STU03877,21,Female,19.4,75.3,58.1,72.1,4.3,High,Medium,Yes,No,No,Low,Far,No,No,59.7
STU03878,20,Female,8.8,78.2,70.4,62.8,8.1,Medium,,No,No,Yes,Medium,Near,No,Yes,61.6
STU03879,15,Female,16.5,83.9,58.2,87.1,6.1,Medium,Low,No,No,Yes,Medium,Near,No,No,61.2
STU03880,17,Female,5.2,90.6,47.2,57.0,7.0,High,Medium,Yes,No,Yes,Low,Moderate,No,No,51.4
STU03881,20,Male,23.0,86.5,54.2,80.5,4.6,Low,Medium,No,Yes,Yes,Low,Far,No,No,59.3
STU03882,17,Female,,86.8,59.0,74.8,6.2,Medium,Medium,Yes,No,No,High,Near,No,No,70.0
STU03883,17,Female,20.9,79.5,64.6,70.3,6.5,Low,Low,Yes,Yes,No,Low,Far,No,No,57.9
STU03884,16,Male,14.4,91.1,52.8,68.3,,Medium,Medium,Yes,No,No,High,Moderate,No,No,66.7
STU03885,17,Female,1.7,66.1,58.7,69.4,7.2,High,Medium,Yes,No,Yes,Medium,Moderate,No,No,60.8
STU03886,15,Female,13.9,79.5,52.1,62.9,4.9,Medium,Medium,Yes,No,No,Low,Moderate,No,No,47.1
STU03887,18,Male,28.8,76.8,50.3,72.7,6.2,High,High,Yes,Yes,No,Low,Near,No,No,80.2
STU03888,18,Male,23.1,74.0,80.8,82.9,8.7,Medium,Medium,Yes,No,No,Medium,Moderate,No,Yes,83.9
STU03889,19,Male,29.0,67.2,57.2,72.6,6.3,High,Medium,Yes,No,No,Medium,Far,Yes,No,71.2
STU03890,21,Male,15.4,87.3,64.5,77.4,8.4,Medium,Medium,Yes,No,Yes,Medium,Near,No,No,64.6
STU03891,20,Male,9.5,89.3,45.0,48.3,6.2,Medium,High,Yes,No,No,High,Moderate,No,Yes,47.3
STU03892,21,Female,19.7,89.4,67.8,90.9,7.5,Medium,Medium,Yes,No,No,High,Near,No,No,74.7
STU03893,15,Female,13.5,94.4,62.0,68.8,7.1,Medium,Medium,Yes,No,Yes,Low,Near,Yes,No,62.4
STU03894,17,Male,10.5,96.2,62.1,57.5,6.8,High,Medium,Yes,No,No,High,Moderate,No,No,70.9
STU03895,18,Female,1.1,64.6,60.7,56.8,5.0,High,Medium,Yes,No,No,High,Near,No,No,60.0
STU03896,21,Male,17.7,91.3,78.6,76.1,4.6,High,Medium,Yes,No,No,High,Moderate,No,No,82.7
STU03897,15,Male,22.5,86.8,61.1,81.4,7.4,Low,Medium,Yes,No,No,Medium,Moderate,No,No,76.5
STU03898,18,Female,5.7,86.7,71.4,56.7,7.1,High,Low,Yes,No,No,Medium,Far,No,Yes,74.7
STU03899,17,Female,26.9,83.8,65.6,79.5,6.2,High,Medium,No,No,No,Medium,Near,No,No,75.5
STU03900,21,Female,17.0,79.5,44.3,84.2,5.7,High,Low,Yes,No,Yes,Medium,Near,No,No,66.5
STU03901,18,Female,15.9,90.3,78.6,66.5,9.0,Medium,High,Yes,Yes,Yes,High,Near,No,No,73.7
STU03902,20,Female,5.2,75.2,64.7,52.0,8.5,High,Low,Yes,No,Yes,Low,Far,No,No,54.0
STU03903,20,Female,19.2,96.0,72.0,77.3,8.1,Medium,Medium,Yes,No,No,Low,Moderate,No,Yes,80.1
STU03904,19,Male,5.8,80.0,48.6,60.0,9.4,High,Medium,Yes,Yes,No,High,Near,No,No,60.0
STU03905,19,Female,7.4,64.6,56.9,47.9,5.4,High,Low,No,Yes,Yes,Low,Far,No,Yes,56.4
STU03906,18,Other,1.6,86.1,74.5,67.8,7.4,High,Low,Yes,No,No,High,Far,No,No,67.2
STU03907,15,Female,36.6,73.2,60.3,80.6,4.9,High,Medium,Yes,No,Yes,Medium,Far,No,No,72.8
STU03908,20,Male,14.6,73.0,61.1,53.9,6.4,Low,Medium,Yes,No,No,Low,Near,No,No,60.1
STU03909,15,Female,10.1,91.8,30.0,80.0,6.5,High,Low,Yes,No,No,Medium,Near,No,No,58.1
STU03910,15,Female,14.7,94.3,46.3,66.9,6.0,Medium,Low,Yes,No,Yes,Medium,Moderate,No,No,58.3
STU03911,18,Male,11.0,83.9,51.2,65.4,6.9,Medium,Low,Yes,No,No,Medium,Moderate,No,Yes,64.6
STU03912,15,Other,13.6,64.9,39.5,60.6,10.0,Medium,High,Yes,No,No,High,Near,No,No,49.5
STU03913,20,Male,18.0,90.3,46.0,68.6,7.4,High,Medium,Yes,No,No,High,Near,No,Yes,69.6
STU03914,17,Male,11.7,81.8,77.0,75.1,8.5,High,High,Yes,No,No,Medium,Far,No,No,75.4
STU03915,19,Female,16.0,98.8,84.0,75.2,7.2,High,High,Yes,No,Yes,Low,Near,No,No,82.2
STU03916,17,Male,33.7,100.0,51.5,95.7,4.5,Low,High,Yes,No,No,High,Moderate,No,No,73.1
STU03917,15,Male,0.3,70.0,52.6,38.5,6.1,Medium,High,No,Yes,No,Medium,Moderate,No,No,51.5
STU03918,17,Female,5.9,100.0,52.6,55.1,6.2,Medium,Low,Yes,Yes,Yes,Low,Moderate,No,No,64.6
STU03919,20,Female,18.9,69.4,73.6,79.6,6.9,Medium,Low,Yes,No,Yes,High,Moderate,No,No,71.9
STU03920,20,Male,25.9,79.6,63.3,61.7,7.9,Medium,Medium,Yes,No,No,High,Moderate,Yes,No,62.4
STU03921,15,Other,38.9,95.3,54.1,87.9,8.3,High,Medium,Yes,Yes,No,Medium,Near,No,No,80.0
STU03922,18,Female,18.3,77.8,57.6,79.7,7.5,High,Medium,Yes,No,No,Medium,Moderate,No,No,69.5
STU03923,17,Female,,76.9,77.3,45.2,8.6,Medium,Low,Yes,Yes,Yes,Medium,Near,No,Yes,60.0
STU03924,18,Female,27.0,67.9,71.6,76.2,6.0,High,High,Yes,No,No,Medium,Moderate,No,Yes,81.9
STU03925,18,Female,16.0,71.6,46.2,79.6,7.8,Medium,High,Yes,Yes,No,High,Moderate,No,No,67.8
STU03926,16,Male,15.7,76.9,55.3,73.7,7.8,Medium,Medium,No,No,Yes,High,Moderate,No,No,66.0
STU03927,15,Male,0.0,92.7,64.5,57.5,8.4,Low,Medium,Yes,Yes,Yes,Medium,Near,No,No,56.9
STU03928,19,Female,24.3,100.0,61.9,83.9,5.9,High,Medium,Yes,Yes,No,Medium,Near,No,No,81.0
STU03929,20,Female,7.6,77.4,72.3,64.0,9.8,Low,Medium,Yes,No,No,High,Moderate,Yes,Yes,52.3
STU03930,20,Male,19.5,81.0,63.4,74.2,5.8,Medium,Medium,No,No,Yes,Low,Near,No,No,57.5
STU03931,15,Female,15.5,75.1,82.9,55.9,6.3,High,Medium,Yes,No,Yes,Low,Far,No,No,70.0
STU03932,21,Female,16.6,69.7,68.9,66.1,8.1,Medium,Medium,Yes,No,Yes,High,Far,No,No,68.2
STU03933,21,Male,15.4,69.7,45.6,66.1,4.6,High,High,Yes,No,No,Low,Near,No,No,58.8
STU03934,21,Male,9.0,72.2,58.5,45.3,5.6,High,Medium,Yes,Yes,No,Low,Near,No,No,55.5
STU03935,19,Male,8.3,84.5,52.9,54.4,7.1,Medium,Medium,Yes,No,Yes,Low,Moderate,No,No,52.3
STU03936,20,Female,22.6,78.7,58.6,73.4,4.3,Medium,Medium,Yes,No,Yes,Medium,Far,No,No,67.3
STU03937,15,Male,14.9,81.2,59.7,82.1,5.8,Low,Low,Yes,No,No,Low,Moderate,No,No,56.5
STU03938,20,Male,9.8,89.0,50.7,43.5,7.1,High,Medium,No,No,No,Medium,Near,No,No,57.9
STU03939,18,Female,10.9,84.1,84.6,64.0,5.8,Medium,High,Yes,No,Yes,High,Moderate,Yes,No,72.3
STU03940,17,Female,20.5,73.4,51.4,78.2,9.7,Medium,Low,No,Yes,Yes,Medium,Near,No,No,64.6
STU03941,17,Male,9.6,94.6,61.5,68.7,8.1,High,Low,Yes,No,Yes,Medium,Near,Yes,No,61.5
STU03942,20,Male,27.8,64.8,59.5,94.1,7.7,Low,High,No,No,Yes,Low,Near,No,No,64.0
STU03943,16,Female,13.8,77.3,57.9,54.5,7.2,Medium,Medium,Yes,No,No,Medium,Moderate,No,Yes,61.8
STU03944,19,Female,12.2,100.0,53.8,60.2,8.2,Low,Medium,Yes,Yes,No,Medium,Near,No,No,61.0
STU03945,21,Female,19.9,88.4,51.7,80.4,7.1,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,70.8
STU03946,19,Female,12.7,67.0,69.2,61.5,5.5,Medium,Medium,Yes,Yes,No,Low,Far,No,Yes,66.6
STU03947,19,Male,18.1,69.2,74.7,73.2,7.5,High,High,Yes,No,No,Medium,Moderate,No,Yes,75.7
STU03948,18,Male,14.6,81.6,33.7,79.0,5.9,High,High,Yes,No,No,High,Moderate,No,Yes,67.4
STU03949,19,Male,1.1,80.1,73.5,60.8,7.6,Medium,High,Yes,Yes,Yes,Medium,Near,No,No,60.6
STU03950,17,Male,6.5,92.1,81.0,63.0,7.4,Medium,High,Yes,Yes,No,Medium,Moderate,No,No,73.5
STU03951,18,Female,17.3,96.3,51.2,83.0,6.1,High,Low,No,No,No,Medium,Near,No,Yes,63.6
STU03952,15,Male,11.4,79.8,54.4,55.9,10.0,Low,Medium,Yes,No,No,Medium,Moderate,No,Yes,47.5
STU03953,19,Male,31.5,83.9,60.5,85.5,8.9,Medium,Medium,Yes,No,No,Medium,Near,No,No,80.9
STU03954,19,Other,,74.7,45.9,61.1,6.9,Medium,Medium,Yes,No,Yes,Low,Near,No,No,45.7
STU03955,15,Male,4.5,83.4,65.1,46.4,7.8,Low,Medium,Yes,No,No,Medium,Near,No,No,48.8
STU03956,19,Male,15.3,74.7,50.7,81.2,7.5,High,High,Yes,Yes,No,High,Near,No,No,81.0
STU03957,15,Male,,85.2,62.6,76.3,,Medium,High,Yes,No,Yes,Medium,Moderate,No,No,64.8
STU03958,18,Female,22.1,78.7,52.3,80.9,7.9,Medium,High,No,No,Yes,Low,Moderate,No,No,67.8
STU03959,17,Female,0.0,91.3,60.7,36.2,6.7,Medium,Medium,Yes,No,Yes,Low,Near,No,No,48.4
STU03960,15,Male,27.1,95.5,51.7,71.1,4.9,Medium,Low,Yes,No,No,Medium,Moderate,No,Yes,69.1
STU03961,16,Female,4.5,97.9,60.0,44.6,6.2,High,Medium,Yes,Yes,Yes,High,Moderate,No,No,64.4
STU03962,15,Female,23.7,85.4,57.9,54.0,6.2,High,Medium,No,No,Yes,Medium,Moderate,No,No,66.9
STU03963,19,Female,30.7,91.1,57.7,88.0,4.1,Medium,Medium,Yes,No,No,Medium,Far,No,No,62.6
STU03964,21,Female,21.0,80.0,61.4,51.3,9.0,Medium,Low,Yes,Yes,No,Low,Near,No,No,64.1
STU03965,21,Female,5.8,76.6,68.9,54.6,6.2,High,High,Yes,Yes,Yes,Medium,Near,No,No,63.4
STU03966,18,Female,13.5,71.3,69.6,80.2,6.4,High,Low,No,Yes,Yes,Medium,Moderate,No,No,67.8
STU03967,20,Male,21.0,88.6,48.9,77.2,10.0,Low,High,Yes,No,No,High,Far,No,Yes,59.8
STU03968,18,Male,15.3,64.5,39.3,61.5,5.5,High,High,Yes,Yes,Yes,Medium,Moderate,No,No,49.6
STU03969,20,Male,6.6,93.7,55.5,56.2,6.9,Medium,High,No,No,No,Medium,Far,No,No,54.3
STU03970,21,Female,15.8,81.4,50.8,78.2,4.6,High,High,Yes,No,No,Medium,Moderate,No,No,68.7
STU03971,21,Female,10.9,82.1,55.1,65.6,6.0,Medium,Low,No,No,No,Medium,Moderate,No,No,50.9
STU03972,15,Female,19.8,91.7,61.8,64.4,6.2,High,Medium,Yes,Yes,No,High,Moderate,No,Yes,77.2
STU03973,17,Male,6.5,66.7,49.4,58.4,8.7,Medium,High,Yes,No,Yes,Low,Moderate,No,No,45.9
STU03974,16,Female,0.0,82.8,60.1,49.4,5.7,Low,Low,Yes,No,Yes,Medium,Moderate,No,No,50.1
STU03975,18,Female,6.9,100.0,61.6,45.5,8.3,Low,Medium,Yes,No,Yes,Medium,Moderate,No,No,54.9
STU03976,19,Female,1.4,82.2,62.0,61.9,10.0,Medium,Medium,No,No,No,Medium,Moderate,No,No,48.7
STU03977,20,Female,10.0,71.8,72.3,36.4,9.6,Medium,Medium,Yes,No,No,Low,Moderate,No,No,51.3
STU03978,19,Female,20.4,81.5,53.0,74.9,4.0,Medium,High,Yes,Yes,No,Medium,Near,No,No,65.2
STU03979,17,Female,11.8,98.1,51.1,62.1,7.7,High,Medium,Yes,No,No,Medium,Moderate,No,Yes,68.3
STU03980,20,Female,14.8,77.3,56.5,60.6,9.4,High,Low,Yes,No,No,High,Moderate,No,No,67.8
STU03981,18,Female,7.0,69.6,44.6,49.4,5.8,High,Medium,Yes,No,Yes,Low,Far,No,Yes,52.4
STU03982,15,Male,15.2,80.3,55.7,91.7,6.9,High,Medium,Yes,No,Yes,High,Moderate,No,Yes,78.1
STU03983,19,Male,7.4,71.0,54.8,52.2,6.5,Medium,Medium,No,No,No,Low,Near,No,Yes,44.3
STU03984,17,Female,5.5,62.4,52.4,52.1,8.4,High,High,Yes,No,No,Low,Near,No,Yes,58.5
STU03985,18,Male,13.2,92.5,55.3,68.2,6.3,High,Medium,Yes,Yes,No,Low,Moderate,No,No,75.0
STU03986,21,Other,9.6,95.5,59.6,56.7,9.9,Medium,Medium,Yes,Yes,Yes,High,Near,No,No,71.5
STU03987,21,Male,0.0,89.2,74.4,42.2,8.8,Medium,Medium,Yes,No,Yes,Low,Far,No,No,64.3
STU03988,18,Female,14.4,93.9,43.0,59.6,4.6,Medium,High,No,No,Yes,Medium,Near,No,No,54.1
STU03989,18,Male,7.2,80.9,64.4,55.1,4.7,High,Medium,No,No,No,Medium,Far,No,No,63.9
STU03990,18,Male,6.7,98.5,62.6,68.4,7.3,Medium,Low,Yes,Yes,Yes,High,Moderate,No,No,67.8
STU03991,20,Female,26.2,78.7,78.3,81.9,6.7,Medium,High,Yes,No,Yes,High,Far,No,No,83.4
STU03992,18,Male,21.8,85.0,78.9,91.9,6.9,Medium,Medium,Yes,No,No,Medium,Near,Yes,No,72.3
STU03993,19,Male,18.0,76.6,56.9,83.3,6.1,Medium,Low,Yes,No,No,High,Moderate,No,No,67.7
STU03994,17,Male,15.5,71.0,41.9,79.7,5.4,High,Low,Yes,Yes,No,Medium,Near,No,No,68.2
STU03995,20,Female,19.8,78.6,58.6,76.7,7.0,High,Low,No,No,Yes,High,Near,No,No,61.6
STU03996,18,Male,11.9,100.0,42.0,66.2,7.7,Medium,High,Yes,No,No,Low,Near,No,No,56.3
STU03997,16,Female,15.6,100.0,62.8,75.6,8.6,Medium,Low,Yes,No,Yes,Low,Moderate,No,Yes,64.5
STU03998,16,Female,11.8,92.8,59.2,73.6,8.8,Low,High,Yes,Yes,Yes,Medium,Near,No,No,64.6
STU03999,17,Female,15.9,80.7,54.2,56.6,7.1,Medium,Medium,Yes,No,Yes,Medium,Far,No,Yes,52.3
STU04000,21,Female,17.3,80.5,56.6,76.0,7.5,Low,Low,No,No,No,Medium,Near,No,No,53.2
STU04001,15,Female,16.8,100.0,43.5,66.3,4.5,High,Medium,Yes,No,Yes,Medium,Near,No,No,63.1
STU04002,15,Male,12.1,85.2,56.9,62.5,8.1,Low,Low,Yes,No,No,Medium,Near,No,No,49.5
STU04003,21,Female,20.5,92.9,50.8,77.6,9.0,Low,High,No,Yes,No,Medium,Moderate,No,No,66.6
STU04004,20,Male,13.4,79.5,62.1,49.5,8.0,Low,Medium,Yes,No,Yes,Low,Near,No,No,49.9
STU04005,20,Female,13.2,82.0,64.2,81.7,6.9,Medium,Medium,Yes,No,No,High,Far,No,No,68.9
STU04006,20,Male,0.4,92.8,68.0,46.9,5.6,Medium,High,No,No,No,High,Moderate,No,Yes,64.4
STU04007,15,Female,8.2,77.6,65.7,54.0,5.6,High,Medium,Yes,No,No,High,Far,No,No,58.0
STU04008,16,Male,21.9,88.5,52.9,81.8,6.7,Medium,Medium,No,Yes,No,Medium,Near,No,No,76.5
STU04009,15,Male,21.3,78.0,71.3,79.6,7.7,High,High,No,No,No,Medium,Moderate,No,No,77.5
